WID,LearnCondition,TrialName,LearnTest,TrialBase,TrialNumber,Response,NormResp,TrialType,IsLearning,RevType,CorrectResp,TrialOrd,Time
S089,1,Learning_CD_0_N,Weight,Learning_CD_0,0,R,R,CD,Learning,N,L,9,900
S089,1,Learning_IB_0_N,Weight,Learning_IB_0,0,L,L,IB,Learning,N,L,10,2639
S089,1,Learning_IB_2_N,Weight,Learning_IB_2,2,B,B,IB,Learning,N,L,11,3389
S089,1,Learning_CW_15_R,Weight,Learning_CW_15,15,R,L,CW,Learning,R,L,12,1101
S089,1,Learning_IB_3_R,Weight,Learning_IB_3,3,B,B,IB,Learning,R,L,13,2046
S089,1,Learning_IB_8_N,Weight,Learning_IB_8,8,B,B,IB,Learning,N,L,14,2238
S089,1,Learning_CW_6_N,Weight,Learning_CW_6,6,L,L,CW,Learning,N,L,15,3678
S089,1,Learning_CD_2_N,Weight,Learning_CD_2,2,B,B,CD,Learning,N,L,16,2524
S089,1,Learning_CW_12_N,Weight,Learning_CW_12,12,L,L,CW,Learning,N,L,17,1194
S089,1,Learning_CW_13_R,Weight,Learning_CW_13,13,L,R,CW,Learning,R,L,18,1139
S089,1,Learning_CW_7_R,Weight,Learning_CW_7,7,R,L,CW,Learning,R,L,19,1253
S089,1,Learning_CW_8_N,Weight,Learning_CW_8,8,L,L,CW,Learning,N,L,20,1289
S089,1,Learning_IB_9_R,Weight,Learning_IB_9,9,B,B,IB,Learning,R,L,21,1185
S089,1,Learning_CW_9_R,Weight,Learning_CW_9,9,R,L,CW,Learning,R,L,22,830
S089,1,Learning_CW_0_N,Weight,Learning_CW_0,0,L,L,CW,Learning,N,L,23,843
S089,1,Learning_CD_3_R,Weight,Learning_CD_3,3,B,B,CD,Learning,R,L,24,1469
S089,1,Learning_CD_1_R,Weight,Learning_CD_1,1,B,B,CD,Learning,R,L,25,2632
S089,1,Learning_CW_5_R,Weight,Learning_CW_5,5,R,L,CW,Learning,R,L,26,1206
S089,1,Learning_IB_6_N,Weight,Learning_IB_6,6,L,L,IB,Learning,N,L,27,1763
S089,1,Learning_CW_10_N,Weight,Learning_CW_10,10,L,L,CW,Learning,N,L,28,1265
S089,1,Learning_IB_5_R,Weight,Learning_IB_5,5,B,B,IB,Learning,R,L,29,1321
S089,1,Testing_CB_5_R,Weight,Testing_CB_5,5,L,R,CB,Testing,R,B,0,2144
S089,1,Testing_CD_12_N,Weight,Testing_CD_12,12,L,L,CD,Testing,N,L,1,4612
S089,1,Testing_CW_15_R,Weight,Testing_CW_15,15,R,L,CW,Testing,R,L,2,2010
S089,1,Testing_CD_27_R,Weight,Testing_CD_27,27,B,B,CD,Testing,R,L,3,3452
S089,1,Testing_CB_17_R,Weight,Testing_CB_17,17,R,L,CB,Testing,R,B,4,2530
S089,1,Testing_CD_4_N,Weight,Testing_CD_4,4,L,L,CD,Testing,N,L,5,5365
S089,1,Testing_CB_20_N,Weight,Testing_CB_20,20,B,B,CB,Testing,N,B,6,5112
S089,1,Testing_CW_22_N,Weight,Testing_CW_22,22,R,R,CW,Testing,N,L,7,3440
S089,1,Testing_CW_31_R,Weight,Testing_CW_31,31,R,L,CW,Testing,R,L,8,2450
S089,1,Testing_CB_7_R,Weight,Testing_CB_7,7,B,B,CB,Testing,R,B,9,2158
S089,1,Testing_CB_46_N,Weight,Testing_CB_46,46,R,R,CB,Testing,N,B,10,3604
S089,1,Testing_CB_37_R,Weight,Testing_CB_37,37,R,L,CB,Testing,R,B,11,3640
S089,1,Testing_CD_25_R,Weight,Testing_CD_25,25,B,B,CD,Testing,R,L,12,4605
S089,1,Testing_CB_39_R,Weight,Testing_CB_39,39,R,L,CB,Testing,R,B,13,5976
S089,1,Testing_CD_5_R,Weight,Testing_CD_5,5,B,B,CD,Testing,R,L,14,2867
S089,1,Testing_CW_38_N,Weight,Testing_CW_38,38,L,L,CW,Testing,N,L,15,1732
S089,1,Testing_CB_47_R,Weight,Testing_CB_47,47,B,B,CB,Testing,R,B,16,4214
S089,1,Testing_CB_40_N,Weight,Testing_CB_40,40,L,L,CB,Testing,N,B,17,2929
S089,1,Testing_CD_11_R,Weight,Testing_CD_11,11,R,L,CD,Testing,R,L,18,2186
S089,1,Testing_CD_35_R,Weight,Testing_CD_35,35,R,L,CD,Testing,R,L,19,2884
S089,1,Testing_CW_7_R,Weight,Testing_CW_7,7,B,B,CW,Testing,R,L,20,4540
S089,1,Testing_CW_41_R,Weight,Testing_CW_41,41,L,R,CW,Testing,R,L,21,1554
S089,1,Testing_CD_20_N,Weight,Testing_CD_20,20,B,B,CD,Testing,N,L,22,4232
S089,1,Testing_CB_43_R,Weight,Testing_CB_43,43,B,B,CB,Testing,R,B,23,8110
S089,1,Testing_CW_40_N,Weight,Testing_CW_40,40,R,R,CW,Testing,N,L,24,1517
S089,1,Testing_CB_9_R,Weight,Testing_CB_9,9,R,L,CB,Testing,R,B,25,12883
S089,1,Testing_CW_29_R,Weight,Testing_CW_29,29,R,L,CW,Testing,R,L,26,3214
S089,1,Testing_CD_49_R,Weight,Testing_CD_49,49,R,L,CD,Testing,R,L,27,5574
S089,1,Testing_CW_13_R,Weight,Testing_CW_13,13,R,L,CW,Testing,R,L,28,3018
S089,1,Testing_CW_25_R,Weight,Testing_CW_25,25,B,B,CW,Testing,R,L,29,3056
S089,1,Testing_CB_41_R,Weight,Testing_CB_41,41,R,L,CB,Testing,R,B,30,6230
S089,1,Testing_CW_47_R,Weight,Testing_CW_47,47,R,L,CW,Testing,R,L,31,10942
S089,1,Testing_CW_27_R,Weight,Testing_CW_27,27,B,B,CW,Testing,R,L,32,2103
S089,1,Testing_CW_33_R,Weight,Testing_CW_33,33,B,B,CW,Testing,R,L,33,1603
S089,1,Testing_CD_34_N,Weight,Testing_CD_34,34,B,B,CD,Testing,N,L,34,3860
S089,1,Testing_CW_39_R,Weight,Testing_CW_39,39,B,B,CW,Testing,R,L,35,2247
S089,1,Testing_CB_45_R,Weight,Testing_CB_45,45,R,L,CB,Testing,R,B,36,2974
S089,1,Testing_CD_8_N,Weight,Testing_CD_8,8,L,L,CD,Testing,N,L,37,3074
S089,1,Testing_CD_14_N,Weight,Testing_CD_14,14,L,L,CD,Testing,N,L,38,2064
S089,1,Testing_CD_17_R,Weight,Testing_CD_17,17,B,B,CD,Testing,R,L,39,3761
S089,1,Testing_CD_33_R,Weight,Testing_CD_33,33,R,L,CD,Testing,R,L,40,3184
S089,1,Testing_CW_34_N,Weight,Testing_CW_34,34,L,L,CW,Testing,N,L,41,2123
S089,1,Testing_CB_26_N,Weight,Testing_CB_26,26,B,B,CB,Testing,N,B,42,3191
S089,1,Testing_CB_28_N,Weight,Testing_CB_28,28,L,L,CB,Testing,N,B,43,2683
S089,1,Testing_CW_48_N,Weight,Testing_CW_48,48,L,L,CW,Testing,N,L,44,1355
S089,1,Testing_CW_26_N,Weight,Testing_CW_26,26,B,B,CW,Testing,N,L,45,2500
S089,1,Testing_CW_46_N,Weight,Testing_CW_46,46,L,L,CW,Testing,N,L,46,2935
S089,1,Testing_CD_38_N,Weight,Testing_CD_38,38,L,L,CD,Testing,N,L,47,2673
S089,1,Testing_CD_7_R,Weight,Testing_CD_7,7,B,B,CD,Testing,R,L,48,6170
S089,1,Testing_CB_10_N,Weight,Testing_CB_10,10,R,R,CB,Testing,N,B,49,4176
S089,1,Testing_CW_43_R,Weight,Testing_CW_43,43,R,L,CW,Testing,R,L,50,3623
S089,1,Testing_CD_46_N,Weight,Testing_CD_46,46,L,L,CD,Testing,N,L,51,1861
S089,1,Testing_CW_18_N,Weight,Testing_CW_18,18,L,L,CW,Testing,N,L,52,2735
S089,1,Testing_CD_1_R,Weight,Testing_CD_1,1,R,L,CD,Testing,R,L,53,2725
S089,1,Testing_CW_12_N,Weight,Testing_CW_12,12,B,B,CW,Testing,N,L,54,6387
S089,1,Testing_CB_29_R,Weight,Testing_CB_29,29,B,B,CB,Testing,R,B,55,3075
S089,1,Testing_CB_30_N,Weight,Testing_CB_30,30,L,L,CB,Testing,N,B,56,1981
S089,1,Testing_CD_6_N,Weight,Testing_CD_6,6,L,L,CD,Testing,N,L,57,1791
S089,1,Testing_CW_30_N,Weight,Testing_CW_30,30,B,B,CW,Testing,N,L,58,7105
S089,1,Testing_CD_30_N,Weight,Testing_CD_30,30,L,L,CD,Testing,N,L,59,1930
S089,1,Testing_CD_48_N,Weight,Testing_CD_48,48,R,R,CD,Testing,N,L,60,6196
S089,1,Testing_CB_23_R,Weight,Testing_CB_23,23,L,R,CB,Testing,R,B,61,2278
S089,1,Testing_CW_23_R,Weight,Testing_CW_23,23,B,B,CW,Testing,R,L,62,4566
S089,1,Testing_CW_10_N,Weight,Testing_CW_10,10,B,B,CW,Testing,N,L,63,2583
S089,1,Testing_CB_18_N,Weight,Testing_CB_18,18,L,L,CB,Testing,N,B,64,1789
S089,1,Testing_CW_3_R,Weight,Testing_CW_3,3,B,B,CW,Testing,R,L,65,5713
S089,1,Testing_CB_8_N,Weight,Testing_CB_8,8,B,B,CB,Testing,N,B,66,1764
S089,1,Testing_CB_14_N,Weight,Testing_CB_14,14,R,R,CB,Testing,N,B,67,7594
S089,1,Testing_CD_2_N,Weight,Testing_CD_2,2,L,L,CD,Testing,N,L,68,2018
S089,1,Testing_CB_24_N,Weight,Testing_CB_24,24,B,B,CB,Testing,N,B,69,5774
S089,1,Testing_CD_37_R,Weight,Testing_CD_37,37,R,L,CD,Testing,R,L,70,2033
S089,1,Testing_CW_6_N,Weight,Testing_CW_6,6,B,B,CW,Testing,N,L,71,7683
S089,1,Testing_CD_39_R,Weight,Testing_CD_39,39,R,L,CD,Testing,R,L,72,3530
S089,1,Testing_CD_15_R,Weight,Testing_CD_15,15,R,L,CD,Testing,R,L,73,1776
S089,1,Testing_CD_36_N,Weight,Testing_CD_36,36,B,B,CD,Testing,N,L,74,3586
S089,1,Testing_CD_19_R,Weight,Testing_CD_19,19,R,L,CD,Testing,R,L,75,1836
S089,1,Testing_CB_3_R,Weight,Testing_CB_3,3,L,R,CB,Testing,R,B,76,3714
S089,1,Testing_CB_32_N,Weight,Testing_CB_32,32,B,B,CB,Testing,N,B,77,8206
S089,1,Testing_CB_22_N,Weight,Testing_CB_22,22,R,R,CB,Testing,N,B,78,1351
S089,1,Testing_CB_42_N,Weight,Testing_CB_42,42,R,R,CB,Testing,N,B,79,4877
S089,1,Testing_CW_14_N,Weight,Testing_CW_14,14,L,L,CW,Testing,N,L,80,2745
S089,1,Testing_CB_21_R,Weight,Testing_CB_21,21,B,B,CB,Testing,R,B,81,5889
S089,1,Testing_CW_44_N,Weight,Testing_CW_44,44,B,B,CW,Testing,N,L,82,5871
S089,1,Testing_CW_11_R,Weight,Testing_CW_11,11,R,L,CW,Testing,R,L,83,1496
S089,1,Testing_CD_3_R,Weight,Testing_CD_3,3,R,L,CD,Testing,R,L,84,2446
S089,1,Testing_CB_44_N,Weight,Testing_CB_44,44,R,R,CB,Testing,N,B,85,3537
S089,1,Testing_CB_31_R,Weight,Testing_CB_31,31,R,L,CB,Testing,R,B,86,3320
S089,1,Testing_CD_45_R,Weight,Testing_CD_45,45,R,L,CD,Testing,R,L,87,1790
S089,1,Testing_CD_21_R,Weight,Testing_CD_21,21,B,B,CD,Testing,R,L,88,2676
S089,1,Testing_CW_2_N,Weight,Testing_CW_2,2,L,L,CW,Testing,N,L,89,3338
S089,1,Testing_CB_38_N,Weight,Testing_CB_38,38,R,R,CB,Testing,N,B,90,3406
S089,1,Testing_CW_20_N,Weight,Testing_CW_20,20,L,L,CW,Testing,N,L,91,2315
S089,1,Testing_CD_29_R,Weight,Testing_CD_29,29,B,B,CD,Testing,R,L,92,3801
S089,1,Testing_CB_48_N,Weight,Testing_CB_48,48,R,R,CB,Testing,N,B,93,2806
S089,1,Testing_CD_47_R,Weight,Testing_CD_47,47,R,L,CD,Testing,R,L,94,3830
S089,1,Testing_CW_36_N,Weight,Testing_CW_36,36,B,B,CW,Testing,N,L,95,6225
S089,1,Testing_CD_0_N,Weight,Testing_CD_0,0,R,R,CD,Testing,N,L,96,2775
S089,1,Testing_CD_44_N,Weight,Testing_CD_44,44,L,L,CD,Testing,N,L,97,3155
S089,1,Testing_CB_6_N,Weight,Testing_CB_6,6,B,B,CB,Testing,N,B,98,5551
S089,1,Testing_CB_11_R,Weight,Testing_CB_11,11,B,B,CB,Testing,R,B,99,2461
S089,1,Testing_CW_0_N,Weight,Testing_CW_0,0,B,B,CW,Testing,N,L,100,5551
S089,1,Testing_CB_35_R,Weight,Testing_CB_35,35,R,L,CB,Testing,R,B,101,2836
S089,1,Testing_CD_42_N,Weight,Testing_CD_42,42,L,L,CD,Testing,N,L,102,3109
S089,1,Testing_CW_28_N,Weight,Testing_CW_28,28,L,L,CW,Testing,N,L,103,2689
S089,1,Testing_CD_26_N,Weight,Testing_CD_26,26,B,B,CD,Testing,N,L,104,3301
S089,1,Testing_CW_4_N,Weight,Testing_CW_4,4,L,L,CW,Testing,N,L,105,1496
S089,1,Testing_CD_31_R,Weight,Testing_CD_31,31,B,B,CD,Testing,R,L,106,5870
S089,1,Testing_CW_42_N,Weight,Testing_CW_42,42,L,L,CW,Testing,N,L,107,2822
S089,1,Testing_CD_28_N,Weight,Testing_CD_28,28,L,L,CD,Testing,N,L,108,2183
S089,1,Testing_CB_1_R,Weight,Testing_CB_1,1,R,L,CB,Testing,R,B,109,4699
S089,1,Testing_CB_13_R,Weight,Testing_CB_13,13,R,L,CB,Testing,R,B,110,2357
S089,1,Testing_CD_16_N,Weight,Testing_CD_16,16,B,B,CD,Testing,N,L,111,4909
S089,1,Testing_CB_12_N,Weight,Testing_CB_12,12,R,R,CB,Testing,N,B,112,1849
S089,1,Testing_CD_41_R,Weight,Testing_CD_41,41,R,L,CD,Testing,R,L,113,1979
S089,1,Testing_CD_32_N,Weight,Testing_CD_32,32,L,L,CD,Testing,N,L,114,4668
S089,1,Testing_CB_36_N,Weight,Testing_CB_36,36,L,L,CB,Testing,N,B,115,7682
S089,1,Testing_CB_27_R,Weight,Testing_CB_27,27,R,L,CB,Testing,R,B,116,4090
S089,1,Testing_CD_40_N,Weight,Testing_CD_40,40,B,B,CD,Testing,N,L,117,2798
S089,1,Testing_CW_1_R,Weight,Testing_CW_1,1,B,B,CW,Testing,R,L,118,2139
S089,1,Testing_CW_24_N,Weight,Testing_CW_24,24,R,R,CW,Testing,N,L,119,1460
S089,1,Testing_CW_5_R,Weight,Testing_CW_5,5,B,B,CW,Testing,R,L,120,3750
S089,1,Testing_CB_2_N,Weight,Testing_CB_2,2,R,R,CB,Testing,N,B,121,1633
S089,1,Testing_CD_10_N,Weight,Testing_CD_10,10,B,B,CD,Testing,N,L,122,5082
S089,1,Testing_CB_15_R,Weight,Testing_CB_15,15,R,L,CB,Testing,R,B,123,2506
S089,1,Testing_CW_37_R,Weight,Testing_CW_37,37,R,L,CW,Testing,R,L,124,3567
S089,1,Testing_CD_9_R,Weight,Testing_CD_9,9,R,L,CD,Testing,R,L,125,1411
S089,1,Testing_CB_4_N,Weight,Testing_CB_4,4,B,B,CB,Testing,N,B,126,4989
S089,1,Testing_CW_32_N,Weight,Testing_CW_32,32,B,B,CW,Testing,N,L,127,3924
S089,1,Testing_CW_45_R,Weight,Testing_CW_45,45,R,L,CW,Testing,R,L,128,1530
S089,1,Testing_CD_22_N,Weight,Testing_CD_22,22,L,L,CD,Testing,N,L,129,2270
S089,1,Testing_CD_13_R,Weight,Testing_CD_13,13,R,L,CD,Testing,R,L,130,2172
S089,1,Testing_CW_16_N,Weight,Testing_CW_16,16,B,B,CW,Testing,N,L,131,2635
S089,1,Testing_CD_24_N,Weight,Testing_CD_24,24,L,L,CD,Testing,N,L,132,3198
S089,1,Testing_CW_17_R,Weight,Testing_CW_17,17,R,L,CW,Testing,R,L,133,2034
S089,1,Testing_CW_49_R,Weight,Testing_CW_49,49,R,L,CW,Testing,R,L,134,1419
S089,1,Testing_CD_23_R,Weight,Testing_CD_23,23,R,L,CD,Testing,R,L,135,2417
S089,1,Testing_CB_19_R,Weight,Testing_CB_19,19,B,B,CB,Testing,R,B,136,2138
S089,1,Testing_CW_19_R,Weight,Testing_CW_19,19,R,L,CW,Testing,R,L,137,2058
S089,1,Testing_CW_21_R,Weight,Testing_CW_21,21,R,L,CW,Testing,R,L,138,2198
S089,1,Testing_CB_25_R,Weight,Testing_CB_25,25,B,B,CB,Testing,R,B,139,3539
S089,1,Testing_CW_8_N,Weight,Testing_CW_8,8,B,B,CW,Testing,N,L,140,3355
S089,1,Testing_CB_16_N,Weight,Testing_CB_16,16,R,R,CB,Testing,N,B,141,7101
S089,1,Testing_CB_34_N,Weight,Testing_CB_34,34,R,R,CB,Testing,N,B,142,3475
S089,1,Testing_CW_9_R,Weight,Testing_CW_9,9,R,L,CW,Testing,R,L,143,1655
S089,1,Testing_CD_18_N,Weight,Testing_CD_18,18,R,R,CD,Testing,N,L,144,4585
S089,1,Testing_CW_35_R,Weight,Testing_CW_35,35,R,L,CW,Testing,R,L,145,2451
S089,1,Testing_CB_49_R,Weight,Testing_CB_49,49,R,L,CB,Testing,R,B,146,1477
S089,1,Testing_CB_0_N,Weight,Testing_CB_0,0,B,B,CB,Testing,N,B,147,2491
S089,1,Testing_CD_43_R,Weight,Testing_CD_43,43,R,L,CD,Testing,R,L,148,2497
S089,1,Testing_CB_33_R,Weight,Testing_CB_33,33,L,R,CB,Testing,R,B,149,4699
S090,2,Learning_IB_6_R,Dist,Learning_IB_6,6,B,B,IB,Learning,R,L,0,10947
S090,2,Learning_CD_4_R,Dist,Learning_CD_4,4,L,R,CD,Learning,R,L,1,5651
S090,2,Learning_CD_1_N,Dist,Learning_CD_1,1,L,L,CD,Learning,N,L,2,5512
S090,2,Learning_IB_2_R,Dist,Learning_IB_2,2,B,B,IB,Learning,R,L,3,1750
S090,2,Learning_IB_3_N,Dist,Learning_IB_3,3,L,L,IB,Learning,N,L,4,3485
S090,2,Learning_CD_11_N,Dist,Learning_CD_11,11,B,B,CD,Learning,N,L,5,4723
S090,2,Learning_CD_2_R,Dist,Learning_CD_2,2,L,R,CD,Learning,R,L,6,2284
S090,2,Learning_IB_7_N,Dist,Learning_IB_7,7,B,B,IB,Learning,N,L,7,2776
S090,2,Learning_CW_2_R,Dist,Learning_CW_2,2,R,L,CW,Learning,R,L,8,2521
S090,2,Learning_CD_9_N,Dist,Learning_CD_9,9,B,B,CD,Learning,N,L,9,2772
S090,2,Learning_CD_14_R,Dist,Learning_CD_14,14,R,L,CD,Learning,R,L,10,3509
S090,2,Learning_CD_12_R,Dist,Learning_CD_12,12,R,L,CD,Learning,R,L,11,2177
S090,2,Learning_IB_9_N,Dist,Learning_IB_9,9,B,B,IB,Learning,N,L,12,1522
S090,2,Learning_CD_6_R,Dist,Learning_CD_6,6,R,L,CD,Learning,R,L,13,2300
S090,2,Learning_CD_0_R,Dist,Learning_CD_0,0,R,L,CD,Learning,R,L,14,3066
S090,2,Learning_CW_0_R,Dist,Learning_CW_0,0,R,L,CW,Learning,R,L,15,3625
S090,2,Learning_CD_5_N,Dist,Learning_CD_5,5,B,B,CD,Learning,N,L,16,2470
S090,2,Learning_IB_4_R,Dist,Learning_IB_4,4,R,L,IB,Learning,R,L,17,1728
S090,2,Learning_IB_5_N,Dist,Learning_IB_5,5,L,L,IB,Learning,N,L,18,1724
S090,2,Learning_CD_3_N,Dist,Learning_CD_3,3,L,L,CD,Learning,N,L,19,3028
S090,2,Learning_CW_1_N,Dist,Learning_CW_1,1,B,B,CW,Learning,N,L,20,2582
S090,2,Learning_CD_10_R,Dist,Learning_CD_10,10,B,B,CD,Learning,R,L,21,4185
S090,2,Learning_CW_3_N,Dist,Learning_CW_3,3,L,L,CW,Learning,N,L,22,1978
S090,2,Learning_CD_7_N,Dist,Learning_CD_7,7,L,L,CD,Learning,N,L,23,1690
S090,2,Learning_CD_13_N,Dist,Learning_CD_13,13,L,L,CD,Learning,N,L,24,2656
S090,2,Learning_IB_0_R,Dist,Learning_IB_0,0,L,R,IB,Learning,R,L,25,5853
S090,2,Learning_IB_1_N,Dist,Learning_IB_1,1,R,R,IB,Learning,N,L,26,1659
S090,2,Learning_IB_8_R,Dist,Learning_IB_8,8,B,B,IB,Learning,R,L,27,1856
S090,2,Learning_CD_8_R,Dist,Learning_CD_8,8,L,R,CD,Learning,R,L,28,2745
S090,2,Learning_CD_15_N,Dist,Learning_CD_15,15,L,L,CD,Learning,N,L,29,2185
S090,2,Testing_CB_36_R,Dist,Testing_CB_36,36,R,L,CB,Testing,R,B,0,4877
S090,2,Testing_CW_6_R,Dist,Testing_CW_6,6,B,B,CW,Testing,R,L,1,6238
S090,2,Testing_CW_34_R,Dist,Testing_CW_34,34,R,L,CW,Testing,R,L,2,1527
S090,2,Testing_CD_47_N,Dist,Testing_CD_47,47,L,L,CD,Testing,N,L,3,7373
S090,2,Testing_CW_9_N,Dist,Testing_CW_9,9,L,L,CW,Testing,N,L,4,2946
S090,2,Testing_CD_23_N,Dist,Testing_CD_23,23,L,L,CD,Testing,N,L,5,3589
S090,2,Testing_CB_21_N,Dist,Testing_CB_21,21,B,B,CB,Testing,N,B,6,2791
S090,2,Testing_CW_35_N,Dist,Testing_CW_35,35,L,L,CW,Testing,N,L,7,4674
S090,2,Testing_CW_7_N,Dist,Testing_CW_7,7,L,L,CW,Testing,N,L,8,4397
S090,2,Testing_CW_46_R,Dist,Testing_CW_46,46,R,L,CW,Testing,R,L,9,6224
S090,2,Testing_CW_30_R,Dist,Testing_CW_30,30,L,R,CW,Testing,R,L,10,4163
S090,2,Testing_CW_23_N,Dist,Testing_CW_23,23,L,L,CW,Testing,N,L,11,3576
S090,2,Testing_CW_14_R,Dist,Testing_CW_14,14,R,L,CW,Testing,R,L,12,2613
S090,2,Testing_CD_48_R,Dist,Testing_CD_48,48,R,L,CD,Testing,R,L,13,3750
S090,2,Testing_CD_9_N,Dist,Testing_CD_9,9,B,B,CD,Testing,N,L,14,17733
S090,2,Testing_CB_1_N,Dist,Testing_CB_1,1,B,B,CB,Testing,N,B,15,3270
S090,2,Testing_CB_48_R,Dist,Testing_CB_48,48,L,R,CB,Testing,R,B,16,3007
S090,2,Testing_CD_46_R,Dist,Testing_CD_46,46,R,L,CD,Testing,R,L,17,1922
S090,2,Testing_CB_15_N,Dist,Testing_CB_15,15,B,B,CB,Testing,N,B,18,5443
S090,2,Testing_CD_5_N,Dist,Testing_CD_5,5,L,L,CD,Testing,N,L,19,1807
S090,2,Testing_CD_13_N,Dist,Testing_CD_13,13,L,L,CD,Testing,N,L,20,1815
S090,2,Testing_CD_7_N,Dist,Testing_CD_7,7,L,L,CD,Testing,N,L,21,1684
S090,2,Testing_CD_22_R,Dist,Testing_CD_22,22,R,L,CD,Testing,R,L,22,4694
S090,2,Testing_CW_27_N,Dist,Testing_CW_27,27,R,R,CW,Testing,N,L,23,4214
S090,2,Testing_CW_37_N,Dist,Testing_CW_37,37,B,B,CW,Testing,N,L,24,2450
S090,2,Testing_CW_43_N,Dist,Testing_CW_43,43,L,L,CW,Testing,N,L,25,36447
S090,2,Testing_CB_33_N,Dist,Testing_CB_33,33,R,R,CB,Testing,N,B,26,5519
S090,2,Testing_CW_29_N,Dist,Testing_CW_29,29,L,L,CW,Testing,N,L,27,2849
S090,2,Testing_CB_26_R,Dist,Testing_CB_26,26,R,L,CB,Testing,R,B,28,4097
S090,2,Testing_CD_16_R,Dist,Testing_CD_16,16,B,B,CD,Testing,R,L,29,2951
S090,2,Testing_CB_5_N,Dist,Testing_CB_5,5,B,B,CB,Testing,N,B,30,2228
S090,2,Testing_CW_45_N,Dist,Testing_CW_45,45,L,L,CW,Testing,N,L,31,2266
S090,2,Testing_CD_29_N,Dist,Testing_CD_29,29,L,L,CD,Testing,N,L,32,3688
S090,2,Testing_CW_38_R,Dist,Testing_CW_38,38,R,L,CW,Testing,R,L,33,13619
S090,2,Testing_CB_29_N,Dist,Testing_CB_29,29,L,L,CB,Testing,N,B,34,6310
S090,2,Testing_CD_28_R,Dist,Testing_CD_28,28,R,L,CD,Testing,R,L,35,3992
S090,2,Testing_CD_4_R,Dist,Testing_CD_4,4,B,B,CD,Testing,R,L,36,6393
S090,2,Testing_CW_11_N,Dist,Testing_CW_11,11,L,L,CW,Testing,N,L,37,2494
S090,2,Testing_CD_36_R,Dist,Testing_CD_36,36,B,B,CD,Testing,R,L,38,1811
S090,2,Testing_CB_31_N,Dist,Testing_CB_31,31,B,B,CB,Testing,N,B,39,2203
S090,2,Testing_CB_37_N,Dist,Testing_CB_37,37,R,R,CB,Testing,N,B,40,1796
S090,2,Testing_CW_39_N,Dist,Testing_CW_39,39,L,L,CW,Testing,N,L,41,2506
S090,2,Testing_CW_31_N,Dist,Testing_CW_31,31,L,L,CW,Testing,N,L,42,2506
S090,2,Testing_CD_37_N,Dist,Testing_CD_37,37,R,R,CD,Testing,N,L,43,14274
S090,2,Testing_CW_12_R,Dist,Testing_CW_12,12,R,L,CW,Testing,R,L,44,1403
S090,2,Testing_CD_34_R,Dist,Testing_CD_34,34,R,L,CD,Testing,R,L,45,3909
S090,2,Testing_CD_49_N,Dist,Testing_CD_49,49,R,R,CD,Testing,N,L,46,2792
S090,2,Testing_CD_26_R,Dist,Testing_CD_26,26,B,B,CD,Testing,R,L,47,3133
S090,2,Testing_CD_40_R,Dist,Testing_CD_40,40,L,R,CD,Testing,R,L,48,3460
S090,2,Testing_CW_49_N,Dist,Testing_CW_49,49,L,L,CW,Testing,N,L,49,5811
S090,2,Testing_CD_10_R,Dist,Testing_CD_10,10,B,B,CD,Testing,R,L,50,2746
S090,2,Testing_CB_3_N,Dist,Testing_CB_3,3,L,L,CB,Testing,N,B,51,2908
S090,2,Testing_CB_34_R,Dist,Testing_CB_34,34,R,L,CB,Testing,R,B,52,2750
S090,2,Testing_CB_6_R,Dist,Testing_CB_6,6,B,B,CB,Testing,R,B,53,4600
S090,2,Testing_CD_3_N,Dist,Testing_CD_3,3,B,B,CD,Testing,N,L,54,9211
S090,2,Testing_CB_25_N,Dist,Testing_CB_25,25,B,B,CB,Testing,N,B,55,2105
S090,2,Testing_CD_11_N,Dist,Testing_CD_11,11,B,B,CD,Testing,N,L,56,5000
S090,2,Testing_CW_36_R,Dist,Testing_CW_36,36,R,L,CW,Testing,R,L,57,4656
S090,2,Testing_CB_9_N,Dist,Testing_CB_9,9,B,B,CB,Testing,N,B,58,4987
S090,2,Testing_CW_24_R,Dist,Testing_CW_24,24,R,L,CW,Testing,R,L,59,2376
S090,2,Testing_CB_22_R,Dist,Testing_CB_22,22,B,B,CB,Testing,R,B,60,3801
S090,2,Testing_CD_31_N,Dist,Testing_CD_31,31,R,R,CD,Testing,N,L,61,1481
S090,2,Testing_CW_5_N,Dist,Testing_CW_5,5,L,L,CW,Testing,N,L,62,3103
S090,2,Testing_CB_4_R,Dist,Testing_CB_4,4,L,R,CB,Testing,R,B,63,3929
S090,2,Testing_CW_25_N,Dist,Testing_CW_25,25,B,B,CW,Testing,N,L,64,4480
S090,2,Testing_CD_27_N,Dist,Testing_CD_27,27,R,R,CD,Testing,N,L,65,7432
S090,2,Testing_CB_44_R,Dist,Testing_CB_44,44,R,L,CB,Testing,R,B,66,1377
S090,2,Testing_CD_44_R,Dist,Testing_CD_44,44,R,L,CD,Testing,R,L,67,2930
S090,2,Testing_CW_13_N,Dist,Testing_CW_13,13,L,L,CW,Testing,N,L,68,1620
S090,2,Testing_CW_42_R,Dist,Testing_CW_42,42,R,L,CW,Testing,R,L,69,2611
S090,2,Testing_CB_8_R,Dist,Testing_CB_8,8,B,B,CB,Testing,R,B,70,9838
S090,2,Testing_CB_17_N,Dist,Testing_CB_17,17,R,R,CB,Testing,N,B,71,2976
